model_id,kegg.module,module_name
MAR00223,,
MAR00250,,
MAR00284,,
MAR00294,,
MAR00314,,
MAR00320,,
MAR00332,,
MAR00338,,
MAR00350,,
MAR00362,,
MAR00366,,
MAR00378,,
MAR00382,,
MAR00398,,
MAR00402,,
MAR00406,,
MAR00410,M00098,Acylglycerol degradation
MAR00414,M00098,Acylglycerol degradation
MAR00430,M00098,Acylglycerol degradation
MAR00434,,
MAR03477,,
MAR02591,,
MAR02599,M00089,Triacylglycerol biosynthesis
MAR02626,M00098,Acylglycerol degradation
MAR02636,M00098,Acylglycerol degradation
MAR02742,M00098,Acylglycerol degradation
MAR02755,M00098,Acylglycerol degradation
MAR03032,M00098,Acylglycerol degradation
MAR00163,M00098,Acylglycerol degradation
MAR02593,M00098,Acylglycerol degradation
MAR02601,M00098,Acylglycerol degradation
MAR02630,M00098,Acylglycerol degradation
MAR02640,M00098,Acylglycerol degradation
MAR02758,M00098,Acylglycerol degradation
MAR00002,M00098,Acylglycerol degradation
MAR00003,M00098,Acylglycerol degradation
MAR00005,,
MAR00449,,
MAR00449,,
MAR00604,M00087,beta-Oxidation
MAR00605,M00085,Fatty acid elongation in mitochondria
MAR00605,M00087,beta-Oxidation
MAR00665,M00085,Fatty acid elongation in mitochondria
MAR00665,M00087,beta-Oxidation
MAR00667,M00085,Fatty acid elongation in mitochondria
MAR00667,M00087,beta-Oxidation
MAR00668,M00087,beta-Oxidation
MAR00669,M00085,Fatty acid elongation in mitochondria
MAR00669,M00087,beta-Oxidation
MAR00670,M00085,Fatty acid elongation in mitochondria
MAR00670,M00087,beta-Oxidation
MAR00671,M00085,Fatty acid elongation in mitochondria
MAR00671,M00087,beta-Oxidation
MAR00672,M00087,beta-Oxidation
MAR00679,M00085,Fatty acid elongation in mitochondria
MAR00679,M00087,beta-Oxidation
MAR00680,M00085,Fatty acid elongation in mitochondria
MAR00680,M00087,beta-Oxidation
MAR00681,M00085,Fatty acid elongation in mitochondria
MAR00681,M00087,beta-Oxidation
MAR00682,M00087,beta-Oxidation
MAR00683,M00085,Fatty acid elongation in mitochondria
MAR00683,M00087,beta-Oxidation
MAR00684,M00085,Fatty acid elongation in mitochondria
MAR00684,M00087,beta-Oxidation
MAR07588,M00085,Fatty acid elongation in mitochondria
MAR07588,M00087,beta-Oxidation
MAR03480,M00087,beta-Oxidation
MAR03116,M00085,Fatty acid elongation in mitochondria
MAR03116,M00087,beta-Oxidation
MAR03121,M00085,Fatty acid elongation in mitochondria
MAR03121,M00087,beta-Oxidation
MAR03122,M00085,Fatty acid elongation in mitochondria
MAR03122,M00087,beta-Oxidation
MAR03123,M00087,beta-Oxidation
MAR03125,M00085,Fatty acid elongation in mitochondria
MAR03125,M00087,beta-Oxidation
MAR03128,M00085,Fatty acid elongation in mitochondria
MAR03128,M00087,beta-Oxidation
MAR03129,M00085,Fatty acid elongation in mitochondria
MAR03129,M00087,beta-Oxidation
MAR03130,,
MAR03132,,
MAR03135,,
MAR03136,,
MAR03137,M00088,"Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone"
MAR03137,M00095,"C5 isoprenoid biosynthesis, mevalonate pathway"
MAR03137,M00849,"C5 isoprenoid biosynthesis, mevalonate pathway, archaea"
MAR03139,,
MAR03142,,
MAR03143,,
MAR03144,,
MAR03146,,
MAR03149,,
MAR03150,,
MAR03151,,
MAR03153,,
MAR03156,M00107,"Steroid hormone biosynthesis, cholesterol => pregnenolone => progesterone"
MAR03157,M00107,"Steroid hormone biosynthesis, cholesterol => pregnenolone => progesterone"
MAR03158,M00107,"Steroid hormone biosynthesis, cholesterol => pregnenolone => progesterone"
MAR03160,M00107,"Steroid hormone biosynthesis, cholesterol => pregnenolone => progesterone"
MAR03205,,
MAR03272,,
MAR03239,M00107,"Steroid hormone biosynthesis, cholesterol => pregnenolone => progesterone"
MAR03288,,
MAR01573,,
MAR06901,M00108,"C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone"
MAR06903,,
MAR07166,,
MAR07167,,
MAR07168,,
MAR07169,,
MAR07170,,
MAR09722,,
MAR01920,,
MAR01927,,
MAR01928,,
MAR01929,,
MAR01932,,
MAR01933,M00043,"Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine"
MAR01934,M00043,"Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine"
MAR01935,M00043,"Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine"
MAR01940,M00107,"Steroid hormone biosynthesis, cholesterol => pregnenolone => progesterone"
MAR01941,M00977,"C19-Steroid hormone biosynthesis (androgen backdoor pathway), pregnenolone => androsterone => dihydrotestosterone"
MAR01942,,
MAR01943,,
MAR01948,,
MAR01949,,
MAR01950,,
MAR01951,M00976,"C19-Steroid hormone biosynthesis, pregnenolone => testosterone => dihydrotestosterone"
MAR01989,M00976,"C19-Steroid hormone biosynthesis, pregnenolone => testosterone => dihydrotestosterone"
MAR01990,,
MAR01991,M00977,"C19-Steroid hormone biosynthesis (androgen backdoor pathway), pregnenolone => androsterone => dihydrotestosterone"
MAR01992,,
MAR01993,,
MAR02002,,
MAR02003,M00095,"C5 isoprenoid biosynthesis, mevalonate pathway"
MAR02003,M00849,"C5 isoprenoid biosynthesis, mevalonate pathway, archaea"
MAR06793,M00095,"C5 isoprenoid biosynthesis, mevalonate pathway"
MAR06793,M00849,"C5 isoprenoid biosynthesis, mevalonate pathway, archaea"
MAR06794,M00095,"C5 isoprenoid biosynthesis, mevalonate pathway"
MAR06795,M00095,"C5 isoprenoid biosynthesis, mevalonate pathway"
MAR06795,M00096,"C5 isoprenoid biosynthesis, non-mevalonate pathway"
MAR06795,M00364,"C10-C20 isoprenoid biosynthesis, bacteria"
MAR06795,M00365,"C10-C20 isoprenoid biosynthesis, archaea"
MAR06795,M00366,"C10-C20 isoprenoid biosynthesis, plants"
MAR06795,M00367,"C10-C20 isoprenoid biosynthesis, non-plant eukaryotes"
MAR06795,M00849,"C5 isoprenoid biosynthesis, mevalonate pathway, archaea"
MAR07930,M00101,"Cholesterol biosynthesis, FPP => cholesterol"
MAR07930,M00102,"Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"
MAR07930,M01038,"Staphyloxanthin biosynthesis, bacteria, farnesyl-PP => staphyloxanthin"
MAR07973,M00101,"Cholesterol biosynthesis, FPP => cholesterol"
MAR07973,M00102,"Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"
MAR07976,M00101,"Cholesterol biosynthesis, FPP => cholesterol"
MAR07976,M00102,"Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"
MAR01952,M00101,"Cholesterol biosynthesis, FPP => cholesterol"
MAR01952,M00102,"Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"
MAR01953,M00101,"Cholesterol biosynthesis, FPP => cholesterol"
MAR01953,M00102,"Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"
MAR01958,M00101,"Cholesterol biosynthesis, FPP => cholesterol"
MAR01958,M00102,"Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"
MAR01967,M00101,"Cholesterol biosynthesis, FPP => cholesterol"
MAR01967,M00102,"Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"
MAR01969,M00101,"Cholesterol biosynthesis, FPP => cholesterol"
MAR01969,M00102,"Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"
MAR01973,M00101,"Cholesterol biosynthesis, FPP => cholesterol"
MAR01973,M00102,"Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol"
MAR01976,,
MAR01978,,
MAR01982,,
MAR02014,,
MAR02016,,
MAR02018,M00101,"Cholesterol biosynthesis, FPP => cholesterol"
MAR01440,M00101,"Cholesterol biosynthesis, FPP => cholesterol"
MAR01445,M00101,"Cholesterol biosynthesis, FPP => cholesterol"
MAR01448,,
MAR01454,,
MAR01465,M00101,"Cholesterol biosynthesis, FPP => cholesterol"
MAR01467,M00088,"Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone"
MAR01467,M00095,"C5 isoprenoid biosynthesis, mevalonate pathway"
MAR01467,M00849,"C5 isoprenoid biosynthesis, mevalonate pathway, archaea"
MAR01470,M00095,"C5 isoprenoid biosynthesis, mevalonate pathway"
MAR01473,M00364,"C10-C20 isoprenoid biosynthesis, bacteria"
MAR01473,M00365,"C10-C20 isoprenoid biosynthesis, archaea"
MAR01473,M00366,"C10-C20 isoprenoid biosynthesis, plants"
MAR01473,M00367,"C10-C20 isoprenoid biosynthesis, non-plant eukaryotes"
MAR01473,M00921,"Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin"
MAR01479,M00364,"C10-C20 isoprenoid biosynthesis, bacteria"
MAR01479,M00365,"C10-C20 isoprenoid biosynthesis, archaea"
MAR01479,M00366,"C10-C20 isoprenoid biosynthesis, plants"
MAR01479,M00367,"C10-C20 isoprenoid biosynthesis, non-plant eukaryotes"
MAR01479,M00921,"Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin"
MAR01484,M00101,"Cholesterol biosynthesis, FPP => cholesterol"
MAR01490,,
MAR01495,M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA"
MAR01495,M00088,"Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone"
MAR01500,M00110,"C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone"
MAR01512,M00110,"C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone"
MAR01516,,
MAR01519,,
MAR01526,,
MAR01533,,
MAR01557,,
MAR01558,,
MAR01565,,
MAR01535,,
MAR01540,,
MAR01553,,
MAR01437,,
MAR01451,,
MAR01457,M00094,Ceramide biosynthesis
MAR01457,M00099,Sphingosine biosynthesis
MAR01460,M00094,Ceramide biosynthesis
MAR01460,M00099,Sphingosine biosynthesis
MAR01570,,
MAR01576,,
MAR01577,,
MAR02032,,
MAR02034,,
MAR02036,,
MAR02037,M00066,Lactosylceramide biosynthesis
MAR02038,,
MAR02042,,
MAR02044,M00100,Sphingosine degradation
MAR02045,,
MAR02053,M00100,Sphingosine degradation
MAR02055,,
MAR02058,,
MAR00715,,
MAR00716,,
MAR00736,,
MAR00738,,
MAR00741,,
MAR00744,M00089,Triacylglycerol biosynthesis
MAR00746,M00089,Triacylglycerol biosynthesis
MAR00748,,
MAR00753,,
MAR00758,,
MAR00760,,
MAR00761,,
MAR00762,,
MAR00767,,
MAR00773,,
MAR00775,,
MAR00779,,
MAR00781,,
MAR00783,,
MAR00795,,
MAR00453,,
MAR00456,M00089,Triacylglycerol biosynthesis
MAR00458,M00089,Triacylglycerol biosynthesis
MAR00459,,
MAR00588,M00089,Triacylglycerol biosynthesis
MAR00596,M00089,Triacylglycerol biosynthesis
MAR00673,M00089,Triacylglycerol biosynthesis
MAR00674,M00089,Triacylglycerol biosynthesis
MAR00675,M00089,Triacylglycerol biosynthesis
MAR00676,M00089,Triacylglycerol biosynthesis
MAR00677,M00089,Triacylglycerol biosynthesis
MAR00678,M00089,Triacylglycerol biosynthesis
MAR04296,M00089,Triacylglycerol biosynthesis
MAR04390,M00089,Triacylglycerol biosynthesis
MAR07599,M00089,Triacylglycerol biosynthesis
MAR00448,M00089,Triacylglycerol biosynthesis
MAR00450,,
MAR00479,M00092,"Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE"
MAR00479,M00092,"Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE"
MAR00484,M00093,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE"
MAR00579,,
MAR00580,,
MAR00586,M00093,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE"
MAR00589,,
MAR00590,,
MAR00591,,
MAR00592,,
MAR00593,,
MAR00594,,
MAR00597,M00090,"Phosphatidylcholine (PC) biosynthesis, choline => PC"
MAR00598,M00090,"Phosphatidylcholine (PC) biosynthesis, choline => PC"
MAR00599,,
MAR00600,,
MAR00601,,
MAR00602,,
MAR00610,,
MAR00614,,
MAR00615,,
MAR00616,,
MAR00622,M00092,"Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE"
MAR00623,,
MAR00627,M00092,"Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE"
MAR00629,M00091,"Phosphatidylcholine (PC) biosynthesis, PE => PC"
MAR00630,M00091,"Phosphatidylcholine (PC) biosynthesis, PE => PC"
MAR00632,M00091,"Phosphatidylcholine (PC) biosynthesis, PE => PC"
MAR00633,,
MAR00634,,
MAR00635,,
MAR00636,,
MAR00638,,
MAR00640,,
MAR00641,,
MAR00642,,
MAR00643,M00344,"Formaldehyde assimilation, xylulose monophosphate pathway"
MAR00644,,
MAR00645,,
MAR00646,,
MAR00647,,
MAR00648,,
MAR00649,,
MAR00651,,
MAR00653,,
MAR00654,,
MAR00657,,
MAR04627,,
MAR04838,,
MAR04839,,
MAR07591,,
MAR07601,M00069,"Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3"
MAR07611,,
MAR07612,,
MAR07613,,
MAR07755,,
MAR08421,,
MAR08424,,
MAR08518,,
MAR08519,,
MAR08521,,
MAR09805,M00069,"Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3"
MAR00815,,
MAR00816,,
MAR00817,,
MAR00819,,
MAR00820,,
MAR00821,,
MAR00822,,
MAR00823,,
MAR00824,,
MAR00825,,
MAR00827,,
MAR00828,,
MAR00829,,
MAR00830,M00069,"Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3"
MAR00837,,
MAR00838,,
MAR00839,,
MAR00840,M00068,"Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer"
MAR00841,,
MAR00842,M00068,"Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer"
MAR00843,,
MAR00844,,
MAR00845,,
MAR00846,,
MAR00847,,
MAR00848,,
MAR00849,M00070,"Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer"
MAR00849,M00071,"Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer"
MAR00850,M00070,"Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer"
MAR00851,,
MAR00852,,
MAR00853,,
MAR00854,,
MAR00855,,
MAR00856,,
MAR00857,,
MAR00858,,
MAR00801,,
MAR00803,,
MAR00805,,
MAR00807,M00071,"Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer"
MAR00809,,
MAR00810,,
MAR00811,,
MAR00812,,
MAR00813,,
MAR00859,,
MAR00860,,
MAR00861,,
MAR00862,,
MAR00863,,
MAR00864,,
MAR00865,,
MAR00866,,
MAR00867,,
MAR00868,,
MAR00870,,
MAR00871,,
MAR00873,,
MAR00875,,
MAR00876,,
MAR00877,,
MAR00878,,
MAR00879,,
MAR00880,,
MAR00881,,
MAR00882,,
MAR00883,,
MAR00884,,
MAR00885,,
MAR00886,,
MAR00887,,
MAR00888,,
MAR00889,,
MAR00890,,
MAR00891,,
MAR00892,,
MAR00893,,
MAR00894,,
MAR00895,,
MAR00896,M00067,"Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid"
MAR00897,,
MAR00898,M00066,Lactosylceramide biosynthesis
MAR00899,,
MAR00900,M00065,"GPI-anchor biosynthesis, core oligosaccharide"
MAR00901,M00065,"GPI-anchor biosynthesis, core oligosaccharide"
MAR00902,M00065,"GPI-anchor biosynthesis, core oligosaccharide"
MAR00903,M00107,"Steroid hormone biosynthesis, cholesterol => pregnenolone => progesterone"
MAR00904,,
MAR00905,M00109,"C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone"
MAR00906,M00109,"C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone"
MAR00907,,
MAR00908,,
MAR00909,,
MAR00910,,
MAR00911,,
MAR00912,,
MAR00794,,
MAR00915,,
MAR00919,,
MAR00924,,
MAR00926,,
MAR08378,,
MAR08379,,
MAR08380,,
MAR08381,,
MAR01979,,
MAR01985,,
MAR01995,,
MAR01996,,
MAR01312,,
MAR01317,,
MAR01318,,
MAR01321,,
MAR01322,,
MAR01323,,
MAR01325,,
MAR01326,,
MAR01327,,
MAR01328,,
MAR01329,,
MAR01330,M00104,"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"
MAR01332,M00104,"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"
MAR01336,M00104,"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"
MAR01346,M00104,"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"
MAR01373,M00104,"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"
MAR01374,,
MAR01401,,
MAR07598,,
MAR07600,M00104,"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"
MAR07602,,
MAR07603,M00104,"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"
MAR07604,M00104,"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"
MAR07605,M00106,"Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate"
MAR07606,M00106,"Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate"
MAR07607,M00104,"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"
MAR07610,M00104,"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"
MAR07614,M00104,"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"
MAR07615,,
MAR08643,,
MAR01595,M00104,"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"
MAR01598,M00104,"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"
MAR01599,M00104,"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"
MAR01604,,
MAR01605,,
MAR01608,,
MAR01609,,
MAR01611,,
MAR01614,,
MAR01620,,
MAR01627,,
MAR01660,,
MAR01668,,
MAR01670,,
MAR01673,M00104,"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"
MAR01676,,
MAR01678,,
MAR01684,,
MAR01692,,
MAR01693,,
MAR01697,,
MAR01718,,
MAR01722,,
MAR01723,,
MAR01726,,
MAR01735,M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate"
MAR01735,M00912,"NAD biosynthesis, tryptophan => quinolinate => NAD"
MAR01762,M00115,"NAD biosynthesis, aspartate => quinolinate => NAD"
MAR01762,M00912,"NAD biosynthesis, tryptophan => quinolinate => NAD"
MAR01765,,
MAR01784,,
MAR01786,,
MAR01797,,
MAR01798,M00115,"NAD biosynthesis, aspartate => quinolinate => NAD"
MAR01798,M00912,"NAD biosynthesis, tryptophan => quinolinate => NAD"
MAR01800,,
MAR01802,M00115,"NAD biosynthesis, aspartate => quinolinate => NAD"
MAR01802,M00912,"NAD biosynthesis, tryptophan => quinolinate => NAD"
MAR01803,M00115,"NAD biosynthesis, aspartate => quinolinate => NAD"
MAR01803,M00912,"NAD biosynthesis, tryptophan => quinolinate => NAD"
MAR01806,,
MAR01834,,
MAR01838,,
MAR01843,,
MAR03908,,
MAR03910,,
MAR03911,,
MAR04679,,
MAR08065,,
MAR03992,,
MAR04228,,
MAR04251,,
MAR04252,,
MAR04253,,
MAR04254,,
MAR04255,M00120,"Coenzyme A biosynthesis, pantothenate => CoA"
MAR04257,M00120,"Coenzyme A biosynthesis, pantothenate => CoA"
MAR04259,,
MAR04260,,
MAR04261,,
MAR04262,,
MAR04268,,
MAR04269,,
MAR04270,,
MAR04271,M00120,"Coenzyme A biosynthesis, pantothenate => CoA"
MAR04662,M00120,"Coenzyme A biosynthesis, pantothenate => CoA"
MAR04662,M00914,"Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"
MAR07142,M00120,"Coenzyme A biosynthesis, pantothenate => CoA"
MAR07142,M00914,"Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"
MAR07143,M00120,"Coenzyme A biosynthesis, pantothenate => CoA"
MAR07143,M00914,"Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"
MAR07623,,
MAR07625,,
MAR07627,,
MAR07676,M00120,"Coenzyme A biosynthesis, pantothenate => CoA"
MAR07676,M00914,"Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"
MAR07677,M00120,"Coenzyme A biosynthesis, pantothenate => CoA"
MAR07677,M00914,"Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"
MAR07678,,
MAR08788,M00994,"UDP-GlcA biosynthesis, myo-inositol => GlcA => UDP-GlcA"
MAR03871,,
MAR04058,,
MAR04498,,
MAR04499,,
MAR04500,M00130,"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4"
MAR04714,M00130,"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4"
MAR04715,,
MAR04716,,
MAR04717,,
MAR04718,M00130,"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4"
MAR04723,,
MAR04725,,
MAR04727,,
MAR04730,,
MAR04731,,
MAR04732,,
MAR04733,M00130,"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4"
MAR04734,,
MAR08792,,
MAR04308,,
MAR06539,M00130,"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4"
MAR06540,,
MAR06542,M00131,"Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol"
MAR06543,,
MAR06544,M00132,"Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate"
MAR06546,M00132,"Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate"
MAR06547,M00131,"Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol"
MAR06548,M00131,"Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol"
MAR06549,M00131,"Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol"
MAR06550,,
MAR06551,,
MAR06552,,
MAR06553,,
MAR06554,M00132,"Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate"
MAR06555,,
MAR06556,,
MAR06557,,
MAR06559,,
MAR06560,,
MAR06561,,
MAR06562,,
MAR06563,M00126,"Tetrahydrofolate biosynthesis, GTP => THF"
MAR06563,M00840,"Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF"
MAR06563,M00841,"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF"
MAR06564,M00126,"Tetrahydrofolate biosynthesis, GTP => THF"
MAR06564,M00840,"Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF"
MAR06564,M00841,"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF"
MAR06565,M00126,"Tetrahydrofolate biosynthesis, GTP => THF"
MAR06565,M00840,"Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF"
MAR06565,M00841,"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF"
MAR06566,,
MAR06567,M00140,"C1-unit interconversion, prokaryotes"
MAR06567,M00141,"C1-unit interconversion, eukaryotes"
MAR06567,M00377,Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
MAR06568,M00140,"C1-unit interconversion, prokaryotes"
MAR06568,M00141,"C1-unit interconversion, eukaryotes"
MAR06568,M00377,Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
MAR06569,M00141,"C1-unit interconversion, eukaryotes"
MAR06570,M00140,"C1-unit interconversion, prokaryotes"
MAR06570,M00141,"C1-unit interconversion, eukaryotes"
MAR06570,M00377,Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
MAR06571,M00140,"C1-unit interconversion, prokaryotes"
MAR06571,M00141,"C1-unit interconversion, eukaryotes"
MAR06571,M00377,Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
MAR06572,,
MAR06573,M00377,Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
MAR06574,M00140,"C1-unit interconversion, prokaryotes"
MAR06574,M00141,"C1-unit interconversion, eukaryotes"
MAR06574,M00377,Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
MAR06575,M00140,"C1-unit interconversion, prokaryotes"
MAR06575,M00141,"C1-unit interconversion, eukaryotes"
MAR06575,M00377,Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
MAR06576,,
MAR07652,,
MAR07655,,
MAR07656,,
MAR08802,,
MAR03925,,
MAR03929,M00880,"Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor"
MAR03972,M00880,"Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor"
MAR04332,M00880,"Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor"
MAR04333,,
MAR04335,,
MAR04336,,
MAR04338,,
MAR04340,M00141,"C1-unit interconversion, eukaryotes"
MAR04440,,
MAR04442,,
MAR04444,,
MAR04446,,
MAR04448,,
MAR04503,,
MAR04505,,
MAR04654,,
MAR04655,,
MAR04656,M00842,"Tetrahydrobiopterin biosynthesis, GTP => BH4"
MAR04656,M00843,"L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4"
MAR04665,M00842,"Tetrahydrobiopterin biosynthesis, GTP => BH4"
MAR09726,,
MAR04666,,
MAR07145,M00126,"Tetrahydrofolate biosynthesis, GTP => THF"
MAR07145,M00841,"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF"
MAR07145,M00842,"Tetrahydrobiopterin biosynthesis, GTP => BH4"
MAR07145,M00843,"L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4"
MAR07145,M00988,"PreQ1 biosynthesis, GTP => 7-Aminomethyl-7-deazaguanine"
MAR07146,,
MAR07147,,
MAR07908,M00126,"Tetrahydrofolate biosynthesis, GTP => THF"
MAR07909,M00126,"Tetrahydrofolate biosynthesis, GTP => THF"
MAR07909,M00841,"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF"
MAR07909,M00842,"Tetrahydrobiopterin biosynthesis, GTP => BH4"
MAR07909,M00843,"L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4"
MAR07909,M00988,"PreQ1 biosynthesis, GTP => 7-Aminomethyl-7-deazaguanine"
MAR08132,M00126,"Tetrahydrofolate biosynthesis, GTP => THF"
MAR08132,M00841,"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF"
MAR08132,M00842,"Tetrahydrobiopterin biosynthesis, GTP => BH4"
MAR08132,M00843,"L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4"
MAR08132,M00988,"PreQ1 biosynthesis, GTP => 7-Aminomethyl-7-deazaguanine"
MAR08143,M00126,"Tetrahydrofolate biosynthesis, GTP => THF"
MAR08143,M00841,"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF"
MAR08143,M00842,"Tetrahydrobiopterin biosynthesis, GTP => BH4"
MAR08143,M00843,"L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4"
MAR08143,M00988,"PreQ1 biosynthesis, GTP => 7-Aminomethyl-7-deazaguanine"
MAR08144,,
MAR08758,,
MAR07661,,
MAR07663,,
MAR07668,,
MAR07670,,
MAR07671,,
MAR07672,M00121,"Heme biosynthesis, plants and bacteria, glutamate => heme"
MAR07672,M00846,"Siroheme biosynthesis, glutamyl-tRNA => siroheme"
MAR07672,M00868,"Heme biosynthesis, animals and fungi, glycine => heme"
